file_name,duration_of_speech,count_of_speech,speech_timestamps,mean_speach_duration,duration_of_silence,count_of_silence,silence_timestamps,mean_silence_duration
N-1008-RAT-1-bike.wav,61.599999999999994,4,"[{'start': 0.3, 'end': 2.0}, {'start': 5.1, 'end': 26.2}, {'start': 28.1, 'end': 30.4}, {'start': 35.0, 'end': 71.5}]",15.399999999999999,9.940000000000012,5,"[{'start': 0, 'end': 0.3}, {'start': 2.0, 'end': 3.0999999999999996}, {'start': 26.2, 'end': 1.9000000000000021}, {'start': 30.4, 'end': 4.600000000000001}, {'start': 71.5, 'end': 0.04000000000000625}]",1.9880000000000024
N-0981-RAT-1-bike.wav,14.099999999999996,4,"[{'start': 1.3, 'end': 3.8}, {'start': 5.0, 'end': 11.0}, {'start': 12.4, 'end': 16.4}, {'start': 17.8, 'end': 19.4}]",3.524999999999999,9.700000000000005,5,"[{'start': 0, 'end': 1.3}, {'start': 3.8, 'end': 1.2000000000000002}, {'start': 11.0, 'end': 1.4000000000000004}, {'start': 16.4, 'end': 1.4000000000000021}, {'start': 19.4, 'end': 4.400000000000002}]",1.9400000000000008
N-1009-RAT-1-bike.wav,34.6,9,"[{'start': 2.1, 'end': 3.2}, {'start': 4.3, 'end': 10.6}, {'start': 12.0, 'end': 14.3}, {'start': 15.6, 'end': 21.1}, {'start': 24.4, 'end': 27.5}, {'start': 30.0, 'end': 32.8}, {'start': 38.1, 'end': 47.0}, {'start': 48.4, 'end': 50.5}, {'start': 52.1, 'end': 54.6}]",3.8444444444444446,20.019999999999996,10,"[{'start': 0, 'end': 2.1}, {'start': 3.2, 'end': 1.0999999999999996}, {'start': 10.6, 'end': 1.4000000000000004}, {'start': 14.3, 'end': 1.299999999999999}, {'start': 21.1, 'end': 3.299999999999997}, {'start': 27.5, 'end': 2.5}, {'start': 32.8, 'end': 5.300000000000004}, {'start': 47.0, 'end': 1.3999999999999986}, {'start': 50.5, 'end': 1.6000000000000014}, {'start': 54.6, 'end': 0.01999999999999602}]",2.002
N-0941-RAT-1-robb.wav,16.5,4,"[{'start': 0.4, 'end': 5.0}, {'start': 6.1, 'end': 9.4}, {'start': 10.8, 'end': 12.5}, {'start': 15.1, 'end': 22.0}]",4.125,5.52,5,"[{'start': 0, 'end': 0.4}, {'start': 5.0, 'end': 1.0999999999999996}, {'start': 9.4, 'end': 1.4000000000000004}, {'start': 12.5, 'end': 2.5999999999999996}, {'start': 22.0, 'end': 0.019999999999999574}]",1.1039999999999999
N-0969-RAT-1-bike.wav,27.96,6,"[{'start': 1.3, 'end': 4.8}, {'start': 6.9, 'end': 12.1}, {'start': 13.1, 'end': 14.1}, {'start': 16.9, 'end': 24.3}, {'start': 28.7, 'end': 30.8}, {'start': 32.7, 'end': 41.46}]",4.66,13.5,7,"[{'start': 0, 'end': 1.3}, {'start': 4.8, 'end': 2.1000000000000005}, {'start': 12.1, 'end': 1.0}, {'start': 14.1, 'end': 2.799999999999999}, {'start': 24.3, 'end': 4.399999999999999}, {'start': 30.8, 'end': 1.9000000000000021}, {'start': 41.46, 'end': 0.0}]",1.9285714285714286
N-1018-RAT-1-bike.wav,19.8,5,"[{'start': 2.4, 'end': 5.1}, {'start': 7.0, 'end': 9.4}, {'start': 10.5, 'end': 20.5}, {'start': 22.2, 'end': 26.0}, {'start': 27.9, 'end': 28.8}]",3.96,9.0,6,"[{'start': 0, 'end': 2.4}, {'start': 5.1, 'end': 1.9000000000000004}, {'start': 9.4, 'end': 1.0999999999999996}, {'start': 20.5, 'end': 1.6999999999999993}, {'start': 26.0, 'end': 1.8999999999999986}, {'start': 28.8, 'end': 0.0}]",1.5
N-0961-RAT-1-robb.wav,18.1,5,"[{'start': 0.3, 'end': 1.6}, {'start': 6.3, 'end': 8.8}, {'start': 11.2, 'end': 13.8}, {'start': 15.4, 'end': 16.6}, {'start': 19.6, 'end': 30.1}]",3.62,16.979999999999997,6,"[{'start': 0, 'end': 0.3}, {'start': 1.6, 'end': 4.699999999999999}, {'start': 8.8, 'end': 2.3999999999999986}, {'start': 13.8, 'end': 1.5999999999999996}, {'start': 16.6, 'end': 3.0}, {'start': 30.1, 'end': 4.979999999999997}]",2.8299999999999996
N-0929-RAT-1-robb.wav,18.9,6,"[{'start': 12.8, 'end': 14.2}, {'start': 16.6, 'end': 17.7}, {'start': 21.7, 'end': 28.5}, {'start': 37.2, 'end': 39.1}, {'start': 42.8, 'end': 46.8}, {'start': 56.9, 'end': 60.6}]",3.15,47.720000000000006,7,"[{'start': 0, 'end': 12.8}, {'start': 14.2, 'end': 2.400000000000002}, {'start': 17.7, 'end': 4.0}, {'start': 28.5, 'end': 8.700000000000003}, {'start': 39.1, 'end': 3.6999999999999957}, {'start': 46.8, 'end': 10.100000000000001}, {'start': 60.6, 'end': 6.020000000000003}]",6.817142857142858
N-1012-RAT-1-bike.wav,24.099999999999998,2,"[{'start': 1.3, 'end': 24.8}, {'start': 26.8, 'end': 27.4}]",12.049999999999999,3.3400000000000034,3,"[{'start': 0, 'end': 1.3}, {'start': 24.8, 'end': 2.0}, {'start': 27.4, 'end': 0.0400000000000027}]",1.1133333333333344
N-0934-RAT-1-bike.wav,22.699999999999996,6,"[{'start': 13.5, 'end': 14.8}, {'start': 16.4, 'end': 18.2}, {'start': 19.3, 'end': 21.1}, {'start': 28.5, 'end': 31.2}, {'start': 32.6, 'end': 35.5}, {'start': 36.7, 'end': 48.9}]",3.7833333333333328,30.220000000000006,7,"[{'start': 0, 'end': 13.5}, {'start': 14.8, 'end': 1.5999999999999979}, {'start': 18.2, 'end': 1.1000000000000014}, {'start': 21.1, 'end': 7.399999999999999}, {'start': 31.2, 'end': 1.4000000000000021}, {'start': 35.5, 'end': 1.2000000000000028}, {'start': 48.9, 'end': 4.020000000000003}]",4.317142857142858
